id_estudiante,primer_nombre,segundo_nombre,primer_apellido,segundo_apellido,tipo_documento,numero_documento,correo_electronico,telefono,direccion,fecha_nacimiento,promedio_academico,historial_notas,materias_perdidas,semestre_cursado,creditos_matriculados,creditos_aprobados,asistencia_clases,rendimiento_periodo,estado_pagos,mora_matricula,becas_apoyos,estrato,ingresos_familiares,num_dependientes,situacion_laboral,horas_trabajo_semanales,lugar_residencia,tipo_vivienda,edad,genero,programa_academico,ciudad_origen,estado_estudiante,atenciones_psicologicas,seguimientos_realizados,casos_riesgo,participacion_institucional,evaluacion_docente
EST-0318,Francisco,María,Gómez,Gómez,CC,1031092471,francisco.gómez17@email.com,57 322 130 28 20,"Calle 67T # 69-9 Este, Local 28, 152575, Chita, Boyacá",2002-09-15,3.98,3.96;4.00;4.03;3.91,3,4,12,2,54,-0.12,Pago parcial,True,Sí,3,1577000.0,8,No trabaja,0,Misma ciudad,Propia,16,Femenino,Ingeniería de Sistemas,Lima,Desertor,1,1,False,0,3.0
EST-0319,Alonso,Carlos,Rojas,,CC,5870342860,alonso.rojas79@email.com,310 356 42 51,"Carrera 8Z # 5-4 Este, Torre 3 apartamento 1, 888673, San Andrés",2004-06-21,3.49,3.60;3.80;3.75;3.48;3.52;3.23;3.39;3.47;3.49;3.20,4,10,18,5,73,-0.29,Al día,False,No,1,3766000.0,4,Medio tiempo,16,Misma ciudad,Propia,18,Femenino,Ingeniería de Sistemas,Lima,Activo,0,1,True,2,4.2
EST-0320,David,Daniel,Bermúdez,Salgado,TI,9012356842,david.bermúdez84@email.com,57 329 518 83 81,"Avenida Sucre # 7-98 Sur, 255773, Girardot, Cundinamarca",2008-07-10,3.87,4.08;3.95;3.57,3,3,15,6,54,-0.38,Al día,False,No,2,1446000.0,5,Tiempo completo,43,Ciudad lejana,Arrendada,16,Femenino,Ingeniería de Sistemas,Cusco,Desertor,1,3,True,0,4.2
EST-0321,Luz,,Torres,Rojas,CC,7958567400,luz.torres30@email.com,576028495817,"Diagonal 3Y # 1-90, Apartamento 17, 702868, Santiago de Tolú, Sucre",2007-11-24,3.94,4.18;4.01;4.12;3.89;3.82;3.94;3.59,3,7,20,13,89,-0.35,Al día,False,Sí,3,7607000.0,2,No trabaja,0,Misma ciudad,Familiar,20,Otro,Ingeniería de Sistemas,Barranca,Activo,0,0,False,1,4.3
EST-0322,Iván,Isabel,Guevara,López,CC,6601550707,iván.guevara4@email.com,(+57) 606 156 02 94,"Carrera 8 Sur # 6-36 Sur, 139013, San Estanislao, Bolívar",2002-05-20,4.47,4.68;4.27,1,2,16,15,72,-0.41,Al día,False,No,2,2805000.0,5,No trabaja,0,Misma ciudad,Propia,24,Masculino,Ingeniería de Sistemas,Lima,Activo,0,1,False,7,4.0
EST-0323,Mercedes,,Toro,Perdomo,CC,9503792623,mercedes.toro77@email.com,573178479440,"Calle 167 # 4-73 Sur, Casa 16, 085512, Sabanagrande, Atlántico",2004-10-17,3.76,3.82;3.71,3,2,21,13,85,-0.11,Al día,False,Sí,4,2040000.0,4,Medio tiempo,21,Ciudad cercana,Propia,17,Femenino,Ingeniería de Sistemas,Juliaca,Activo,0,1,False,1,4.1
EST-0324,Samir,Tatiana,Medina,Romero,CC,2997377765,samir.medina8@email.com,(+57) 329 006 96 22,"Dg. 6ª # 9-8 Sur, 057487, Guatapé, Antioquia",2008-03-23,3.86,4.05;3.79;3.72;3.88,2,4,18,10,92,0.16,Al día,False,No,3,2653000.0,1,No trabaja,0,Ciudad cercana,Propia,22,Masculino,Ingeniería de Sistemas,Pucallpa,Activo,0,0,False,2,4.3
EST-0325,Samir,,Jiménez,Montoya,CC,4838593639,samir.jiménez43@email.com,3255508858,"Avenida carrera 72 # 39-46 Este, 769192, Zarzal, Valle del Cauca",1997-10-06,3.64,3.94;3.54;3.65;3.42,4,4,17,5,66,-0.23,En mora,False,No,2,607000.0,2,Tiempo completo,30,Misma ciudad,Familiar,22,Femenino,Ingeniería de Sistemas,Tumbes,Desertor,2,4,False,2,3.4
EST-0326,Ángela,Sandra,Pardo,,CC,3897021716,ángela.pardo35@email.com,(+57)3052797897,"Avenida carrera 31 # 35-5 Sur, 415892, Garzón, Huila",1999-11-06,2.9,2.90,7,1,18,0,46,0.0,Pago parcial,True,No,3,1082000.0,6,No trabaja,0,Ciudad lejana,Propia,27,Masculino,Ingeniería de Sistemas,Cerro de Pasco,Desertor,2,2,True,5,3.9
EST-0327,Nancy,María,Rodríguez,Ortiz,CC,5813656142,nancy.rodríguez73@email.com,308 263 41 37,"Cl. 192 # 87-56 Este, Casa 44, 947733, Puerto Colombia, Guainía",2005-10-17,4.04,4.05;4.19;4.35;4.21;3.88;4.12;3.66;3.90,2,8,20,12,80,0.24,En mora,False,Sí,2,3332000.0,2,Medio tiempo,23,Misma ciudad,Arrendada,20,Femenino,Ingeniería de Sistemas,Lima,Activo,0,1,False,3,3.9
EST-0328,Paola,Luis,Rodríguez,,CC,9160983580,paola.rodríguez72@email.com,307 945 48 47,"Av. Luis Jhon Flórez # 1-47 Este, 150692, Cerinza, Boyacá",2006-08-27,3.99,3.99,4,1,16,4,68,0.0,Pago parcial,True,No,2,621000.0,7,No trabaja,0,Ciudad lejana,Arrendada,26,Femenino,Ingeniería de Sistemas,Tarapoto,Desertor,2,1,True,0,4.0
EST-0329,María,,Villamizar,Cortés,CC,4951879275,maría.villamizar82@email.com,(+57)3092382606,"Cr. 82M # 3-6 Este, Oficina 56, 953492, San José del Guaviare",2001-01-07,3.78,3.75;3.74;3.79;3.82;3.94;3.67;3.78,3,7,19,12,91,0.11,Pago parcial,False,No,2,2721000.0,1,No trabaja,0,Misma ciudad,Propia,20,Masculino,Ingeniería de Sistemas,Lima,Activo,0,1,True,1,4.0
EST-0330,Pablo,,García,Reyes,CC,2398180913,pablo.garcía98@email.com,523 70 64,"Av. Muñoz # 5-6 Sur, 138023, Turbaná, Bolívar",2002-05-09,4.33,4.49;4.17;4.32,1,3,17,13,90,0.15,Al día,False,Sí,5,1570000.0,3,No trabaja,0,Ciudad cercana,Propia,17,Femenino,Ingeniería de Sistemas,Lima,Activo,0,0,False,3,4.5
EST-0331,James,Denis,Beltrán,Rodríguez,CC,4113960538,james.beltrán80@email.com,573287658158,"Av. calle 70 # 44-4 Sur, 735812, Villahermosa, Tolima",1991-09-10,3.47,3.44;3.51,6,2,15,0,62,0.07,En mora,False,No,1,1366000.0,1,Medio tiempo,21,Ciudad lejana,Arrendada,24,Otro,Ingeniería de Sistemas,Lima,Desertor,0,2,True,1,3.6
EST-0332,Antonio,Ángel,Romero,Palacios,CC,5282489521,antonio.romero82@email.com,57 603 660 67 29,"Av. calle 174 # 16-58 Este, Apto. 152, 528106, Aldana, Nariño",2000-04-30,3.5,3.48;3.53,5,2,14,0,49,0.05,En mora,False,Sí,4,1317000.0,5,No trabaja,0,Misma ciudad,Arrendada,25,Femenino,Ingeniería de Sistemas,Bagua,Desertor,1,5,True,0,3.5
EST-0333,Jesús,Mauricio,Lozano,Córdoba,CC,2452272431,jesús.lozano46@email.com,573247221246,"Av. carrera 16 # 9O-3 Este, Oficina 60, 083314, Manatí, Atlántico",2000-07-23,4.03,4.03,3,1,10,0,64,0.0,En mora,True,No,2,1014000.0,4,Tiempo completo,43,Misma ciudad,Arrendada,19,Masculino,Ingeniería de Sistemas,Lima,Desertor,0,4,False,1,3.5
EST-0334,Dany,Alfredo,Gómez,Riascos,CC,3195842035,dany.gómez18@email.com,+573296139394,"Cr. 4V # 9-7, 686375, Girón, Santander",2004-02-17,3.89,4.14;3.95;3.91;3.59;3.88,2,5,20,12,87,0.29,Al día,False,Sí,4,1328000.0,4,No trabaja,0,Misma ciudad,Propia,19,Otro,Ingeniería de Sistemas,Ayacucho,Activo,2,0,False,2,3.6
EST-0335,María,Margarita,Ramírez,Gómez,CC,7200063015,maría.ramírez10@email.com,+573000436258,"Av. carrera 1ª # 6-33, Etapa 2 apartamento 165, 682932, Páramo, Santander",1997-09-02,3.38,3.51;3.36;3.26,6,3,17,1,57,-0.1,En mora,True,No,2,818000.0,5,Medio tiempo,25,Ciudad cercana,Arrendada,24,Femenino,Ingeniería de Sistemas,Chimbote,Desertor,1,5,True,0,3.7
EST-0336,José,Miryam,Vallejo,,CC,8506898446,josé.vallejo50@email.com,3277182581,"Cl. 6ª # 95-48 Este, 442681, Fonseca, La Guajira",2002-01-19,3.63,3.60;3.88;3.42,3,3,17,9,89,-0.46,Al día,False,Sí,3,1196000.0,2,Medio tiempo,22,Misma ciudad,Familiar,20,Masculino,Ingeniería de Sistemas,Chiclayo,Activo,0,0,False,3,4.2
EST-0337,Richard,,Vega,,CC,1102743100,richard.vega57@email.com,+57 324 051 52 08,"Cr. 90 # 98-78, Apartamento 74, 735277, Natagaima, Tolima",2000-02-25,3.67,3.86;3.72;3.46;3.58;3.76;3.75;3.56,2,7,20,13,94,-0.19,Al día,False,Sí,2,1940000.0,2,Tiempo completo,50,Ciudad lejana,Propia,17,Masculino,Ingeniería de Sistemas,Lima,Activo,0,1,False,2,4.7
EST-0338,Dario,,Romero,Meneses,CC,6789171340,dario.romero90@email.com,+576087526436,"Carrera 44 # 45-35, Casa 3, 273918, Condoto, Chocó",2004-08-23,4.17,4.29;4.17;4.04,0,3,18,18,91,-0.13,Pago parcial,False,No,5,2589000.0,2,Medio tiempo,17,Ciudad lejana,Arrendada,26,Masculino,Ingeniería de Sistemas,Ica,Activo,0,0,False,2,4.2
EST-0339,Andrés,Lorena,Maldonado,,CC,7635301650,andrés.maldonado4@email.com,01 8009 653 419,"Carrera 39W Este # 70B-9, 852095, La Salina, Casanare",2003-03-16,4.0,4.00,4,1,13,3,68,0.0,Pago parcial,True,No,2,1286000.0,3,Tiempo completo,49,Misma ciudad,Propia,20,Femenino,Ingeniería de Sistemas,Huaraz,Desertor,1,2,True,1,4.2
EST-0340,Vanessa,,Carrillo,Cruz,CC,6867109512,vanessa.carrillo4@email.com,325 396 90 50,"Av. carrera 112 # 60-36 Este, 170935, Pácora, Caldas",2005-04-20,3.58,3.72;3.52;3.51,3,3,20,13,89,-0.01,En mora,False,No,4,2173000.0,1,Tiempo completo,42,Ciudad lejana,Familiar,19,Masculino,Ingeniería de Sistemas,Piura,Activo,0,1,True,1,3.6
EST-0341,Patricia,,Yepes,Angulo,CC,3705133886,patricia.yepes66@email.com,(+57) 321 205 41 27,"Carrera 74 # 8-16 Este, 686563, Charta, Santander",1997-11-25,4.18,4.18,3,1,10,1,79,0.0,En mora,True,No,4,1053000.0,3,Tiempo completo,40,Ciudad cercana,Propia,26,Masculino,Ingeniería de Sistemas,Arequipa,Desertor,0,1,False,2,4.0
EST-0342,Beatriz,,Sánchez,Bermúdez,CC,4597698134,beatriz.sánchez83@email.com,+573194672754,"Cl. 166R # 1-3 Este, Oficina 92, 175351, Aguadas, Caldas",1995-10-20,4.02,4.02,4,1,14,3,49,0.0,Pago parcial,False,Sí,2,700000.0,3,Tiempo completo,46,Ciudad cercana,Arrendada,18,Masculino,Ingeniería de Sistemas,Nazca,Desertor,0,2,True,0,3.9
EST-0343,Diego,Mariana,Castro,,CC,1187400028,diego.castro25@email.com,57 305 002 77 44,"Cl. 6ª # 7-26 Sur, 478681, Puebloviejo, Magdalena",2005-05-29,4.23,4.23,1,1,15,10,79,0.0,Al día,False,No,3,2186000.0,2,Tiempo completo,43,Ciudad cercana,Arrendada,23,Femenino,Ingeniería de Sistemas,Sullana,Activo,1,0,False,3,4.7
EST-0344,Johana,,Sandoval,Moreno,CC,6637084072,johana.sandoval42@email.com,1595690,"Calle 6ª # 50-1, Bodega 530, 689693, Suratá, Santander",2002-11-09,3.07,3.07,7,1,12,0,62,0.0,Al día,False,No,3,310000.0,2,Tiempo completo,31,Ciudad cercana,Propia,24,Femenino,Ingeniería de Sistemas,Lima,Desertor,2,1,False,1,3.7
EST-0345,Juan,,Salazar,Ortega,CC,6976168329,juan.salazar61@email.com,573195765660,"Av. carrera 199 # 4F-85, Bodega 63, 159238, Rondón, Boyacá",2000-05-11,3.27,3.18;3.42;3.20,7,3,15,0,56,-0.22,Al día,True,No,3,1337000.0,2,Medio tiempo,20,Ciudad cercana,Arrendada,24,Femenino,Ingeniería de Sistemas,Abancay,Desertor,2,2,True,1,3.9
EST-0346,Diana,,Galindo,Velasco,CC,1236480626,diana.galindo88@email.com,(+57) 320 242 48 96,"Carrera 3G # 9-64 Sur, 501813, El Castillo, Meta",2004-04-15,4.03,4.30;4.32;3.99;4.02;3.96;3.75;3.85;4.04,2,8,17,12,100,0.19,Al día,False,No,4,1760000.0,4,No trabaja,0,Ciudad lejana,Arrendada,21,Otro,Ingeniería de Sistemas,Andahuaylas,Activo,0,0,False,3,4.2
EST-0347,Azucena,,Murcia,,CC,5521420383,azucena.murcia95@email.com,57 310 793 03 88,"Carrera 2G # 7-5 Este, 236836, Planeta Rica, Córdoba",2001-02-17,3.7,3.76;3.53;3.92;3.60;3.81;3.56;3.72,3,7,21,11,92,0.16,Al día,False,No,5,1740000.0,1,Tiempo completo,50,Ciudad cercana,Propia,16,Masculino,Ingeniería de Sistemas,Lima,Activo,0,0,False,0,3.9
EST-0348,Luz,,Montoya,,CC,1144978867,luz.montoya34@email.com,300 894 90 01,"Avenida Londoño # 6-9 Sur, Casa 56, 767338, Dagua, Valle del Cauca",2008-02-01,3.57,3.57,6,1,12,0,65,0.0,Al día,False,No,2,1186000.0,4,Tiempo completo,33,Ciudad cercana,Arrendada,16,Masculino,Ingeniería de Sistemas,Lima,Desertor,3,0,True,0,5.0
EST-0349,Dagoberto,,Salazar,Rojas,CC,2237121331,dagoberto.salazar10@email.com,3129860637,"Calle 192 # 48E-71 Este, 501557, Lejanías, Meta",2006-01-27,3.75,3.92;3.80;3.53,2,3,15,8,68,-0.27,Al día,False,No,3,1273000.0,6,Medio tiempo,12,Misma ciudad,Arrendada,17,Femenino,Ingeniería de Sistemas,Lima,Activo,0,0,True,2,4.4
EST-0350,Nancy,,Sierra,León,CC,8710883550,nancy.sierra27@email.com,+57 325 326 40 10,"Calle 3F Sur # 9-9 Este, 256788, Cota, Cundinamarca",2005-12-27,4.2,4.23;4.18,0,2,14,14,75,-0.05,Al día,False,No,4,1665000.0,3,Medio tiempo,19,Ciudad lejana,Arrendada,18,Femenino,Ingeniería de Sistemas,Lima,Activo,0,0,False,2,4.3
EST-0351,Ana,Alberto,Perea,,TI,1349708011,ana.perea73@email.com,308 323 28 37,"Diagonal 139Y Sur # 6-4 Este, Oficina 253, 159308, Puerto Boyacá, Boyacá",2007-12-09,3.31,3.31,5,1,15,0,66,0.0,Pago parcial,False,No,1,1003000.0,6,No trabaja,0,Ciudad lejana,Familiar,24,Masculino,Ingeniería de Sistemas,Barranca,Desertor,0,4,False,2,4.0
EST-0352,Andrés,Kevin,Jiménez,Salazar,CC,6342686700,andrés.jiménez62@email.com,(+57)3030826693,"Av. carrera 151 # 82V-46, 852736, Chámeza, Casanare",2006-05-25,3.5,3.73;3.45;3.65;3.93;3.69;3.54;3.37;3.04;3.09,4,9,19,7,83,0.05,Pago parcial,False,No,3,8169000.0,5,Tiempo completo,50,Ciudad lejana,Arrendada,22,Femenino,Ingeniería de Sistemas,Cajamarca,Activo,1,4,True,3,4.2
EST-0353,Alejandro,Erick,Álvarez,Suárez,CC,4567043872,alejandro.álvarez92@email.com,(+57)6084497749,"Cr. 125 # 53-7, 158723, Cubará, Boyacá",2005-10-18,3.4,3.62;3.45;3.42;3.36;3.51;3.35;3.31;3.37;3.21,3,9,21,11,92,-0.16,Al día,False,No,4,2602000.0,5,No trabaja,0,Misma ciudad,Arrendada,16,Masculino,Ingeniería de Sistemas,Lima,Activo,1,1,False,5,3.6
EST-0354,Nelly,Carolina,Cano,Gallego,CC,3825541184,nelly.cano69@email.com,(+57)3007995047,"Calle 94C # 70-98, 529573, Chachagüí, Nariño",2002-03-27,3.38,3.41;3.35,6,2,15,0,68,-0.06,Pago parcial,False,No,1,1018000.0,3,No trabaja,0,Ciudad cercana,Propia,22,Masculino,Ingeniería de Sistemas,Lima,Desertor,0,1,False,2,4.1
EST-0355,José,Juliana,Restrepo,,CC,8013794456,josé.restrepo40@email.com,018004807073,"Avenida calle 6ª # 2-2 Este, Apto. 355, 191125, Mercaderes, Cauca",1999-11-10,4.21,4.35;4.30;4.09;4.27;4.04,1,5,19,14,87,-0.23,Al día,False,Sí,4,2868000.0,2,No trabaja,0,Misma ciudad,Familiar,23,Femenino,Ingeniería de Sistemas,Tumbes,Activo,1,0,False,1,4.2
EST-0356,Isaac,,Restrepo,Gonzáles,CC,4117927775,isaac.restrepo53@email.com,+576031127790,"Calle 147 # 8-9 Sur, Casa 68, 544201, Toledo, Norte de Santander",2004-03-31,4.37,4.64;4.10,0,2,16,16,100,-0.54,Al día,True,Sí,3,2104000.0,2,Medio tiempo,22,Ciudad lejana,Propia,20,Masculino,Ingeniería de Sistemas,Cerro de Pasco,Activo,1,0,False,4,4.4
EST-0357,Julio,Enrique,Pérez,Pinto,CC,3632352994,julio.pérez74@email.com,(+57) 608 361 85 49,"Avenida carrera 113 # 6-6 Este, 913469, Puerto Nariño, Amazonas",2005-12-09,3.1,3.12;3.19;3.00,7,3,20,0,61,-0.19,En mora,True,No,4,2442000.0,4,Tiempo completo,30,Ciudad lejana,Arrendada,31,Femenino,Ingeniería de Sistemas,Tacna,Desertor,0,3,False,1,3.2
EST-0358,José,,Rodríguez,,CC,4732428474,josé.rodríguez89@email.com,3073052592,"Cr. 52 # 17-61 Sur, 769611, La Unión, Valle del Cauca",2003-12-08,4.18,4.16;4.41;4.13;4.03,1,4,20,19,80,-0.1,Al día,True,Sí,3,3533000.0,3,Tiempo completo,50,Ciudad lejana,Arrendada,25,Masculino,Ingeniería de Sistemas,Lima,Activo,0,1,False,6,4.9
EST-0359,Manuel,,Pinto,,CC,7509814220,manuel.pinto26@email.com,(+57)3252988317,"Av. carrera 191 # 35-9, Local 79, 158891, Chita, Boyacá",2000-06-18,3.79,3.77;3.97;3.59;3.74;3.87,2,5,20,15,84,0.13,Al día,False,Sí,4,2284000.0,2,No trabaja,0,Misma ciudad,Propia,23,Femenino,Ingeniería de Sistemas,Lima,Activo,1,2,True,1,4.3
EST-0360,César,Ligia,Córdoba,,CC,7193370199,césar.córdoba19@email.com,305 112 75 86,"Calle 48 # 7V-9 Sur, Casa 2, 152112, Sativasur, Boyacá",2005-11-30,4.19,4.34;4.37;4.29;4.06;3.88,1,5,20,15,76,-0.18,Al día,False,No,3,4111000.0,3,Tiempo completo,44,Misma ciudad,Arrendada,20,Femenino,Ingeniería de Sistemas,Lima,Activo,0,0,True,3,3.6
EST-0361,Ocampo,Carolina,Toro,Morales,CC,2051485393,ocampo.toro74@email.com,01 8005 538 800,"Cr. 95Z # 43D-38, 682731, Coromoro, Santander",2006-03-08,4.01,4.13;3.81;4.09,1,3,16,12,99,0.28,Al día,True,Sí,5,1103000.0,4,Tiempo completo,31,Ciudad cercana,Propia,25,Femenino,Ingeniería de Sistemas,Huánuco,Activo,0,1,False,3,4.6
EST-0362,Hernán,Miguel,García,Angarita,CC,1621704585,hernán.garcía90@email.com,300 844 27 48,"Av. González # 19-2 Sur, 192486, Timbiquí, Cauca",2002-05-19,3.59,3.59,3,1,20,9,80,0.0,Al día,False,No,1,3425000.0,5,No trabaja,0,Misma ciudad,Propia,23,Masculino,Ingeniería de Sistemas,Bagua,Activo,1,1,False,2,3.6
EST-0363,Fernando,Rafael,Molina,Gil,CC,5217719332,fernando.molina82@email.com,607 746 00 60,"Carrera 186 # 6-6 Sur, Apto. 216, 197396, Patía, Cauca",2004-01-31,3.69,4.00;3.62;3.76;3.49;3.53;3.76,2,6,18,10,78,0.23,Pago parcial,False,No,5,2041000.0,2,No trabaja,0,Misma ciudad,Arrendada,23,Femenino,Ingeniería de Sistemas,Lima,Activo,0,0,False,3,4.5
EST-0364,Cecilia,,González,,CC,7132726200,cecilia.gonzález71@email.com,57 602 180 90 22,"Av. calle 172 # 19-78 Sur, 527369, Funes, Nariño",1999-01-14,3.42,3.74;3.15;3.37,5,3,14,0,68,0.22,Al día,False,No,2,556000.0,5,Medio tiempo,13,Ciudad lejana,Arrendada,19,Femenino,Ingeniería de Sistemas,Ayacucho,Desertor,1,1,True,1,3.7
EST-0365,Judith,Lucía,Molina,Sánchez,CC,8874846909,judith.molina86@email.com,308 481 97 73,"Av. José Cruz Silva # 5-73 Sur, Casa 33, 255994, Topaipí, Cundinamarca",2003-11-07,3.73,3.81;3.96;3.63;3.68;3.67;3.83;3.50,3,7,22,11,84,-0.33,En mora,False,Sí,3,1331000.0,6,No trabaja,0,Ciudad lejana,Arrendada,20,Masculino,Ingeniería de Sistemas,Chimbote,Activo,0,0,False,1,3.6
EST-0366,Mónica,,López,,CC,7364075094,mónica.lópez79@email.com,3103933735,"Cl. 180X # 1-9, 413709, Agrado, Huila",2001-04-08,3.89,3.86;3.98;3.84,2,3,15,11,100,-0.14,Al día,False,No,3,1380000.0,1,Tiempo completo,30,Ciudad cercana,Arrendada,17,Masculino,Ingeniería de Sistemas,Lima,Activo,0,0,False,3,4.4
EST-0367,Alberto,,Cruz,Ramírez,CC,3284735531,alberto.cruz25@email.com,360 94 01,"Calle 3ª # 7L-77 Sur, 734701, Dolores, Tolima",2006-03-23,3.12,3.48;3.26;3.25;3.10;3.02;2.99;2.76,6,7,17,1,84,-0.23,Pago parcial,True,No,2,1473000.0,3,Tiempo completo,30,Ciudad cercana,Arrendada,24,Femenino,Ingeniería de Sistemas,Moquegua,Desertor,0,3,True,1,3.1
EST-0368,Miller,Diana,Cifuentes,,CC,6826820405,miller.cifuentes16@email.com,6063251111,"Carrera 48 # 9-59 Este, 509462, La Macarena, Meta",2004-05-05,3.48,3.29;3.66,3,2,15,8,78,0.37,Al día,False,Sí,5,2863000.0,2,No trabaja,0,Misma ciudad,Propia,20,Masculino,Ingeniería de Sistemas,Ica,Activo,0,0,False,0,3.7
EST-0369,Pilar,,García,Martínez,CC,2566200132,pilar.garcía28@email.com,+57 605 166 58 37,"Carrera 51 # 5-3, 859822, Paz de Ariporo, Casanare",2003-12-08,3.69,3.91;3.56;3.62;3.75;3.63,3,5,16,5,92,-0.12,Al día,False,No,2,1929000.0,1,No trabaja,0,Ciudad lejana,Familiar,25,Femenino,Ingeniería de Sistemas,Lima,Activo,1,0,False,4,4.0
EST-0370,Johanna,,Córdoba,,CC,6007559179,johanna.córdoba9@email.com,+573178107387,"Carrera 4ª # 4F-76 Sur, Apto. 95, 237578, Tuchín, Córdoba",2007-04-30,4.37,4.24;4.28;4.46;4.59;4.34;4.33,0,6,17,17,73,-0.01,Al día,False,Sí,4,1025000.0,2,No trabaja,0,Misma ciudad,Arrendada,20,Femenino,Ingeniería de Sistemas,Piura,Activo,0,0,False,1,4.1
EST-0371,Luis,Pilar,León,,CC,9361556234,luis.león30@email.com,309 054 73 84,"Av. carrera 67 # 26-67 Este, Apto. 589, 157577, Pesca, Boyacá",2008-03-28,3.95,3.95,2,1,14,7,88,0.0,Pago parcial,False,Sí,3,1199000.0,2,Tiempo completo,39,Misma ciudad,Arrendada,19,Masculino,Ingeniería de Sistemas,Arequipa,Activo,0,0,False,3,3.8
EST-0372,Álvaro,Yadira,García,Sánchez,CC,9634551534,álvaro.garcía62@email.com,+57 315 789 88 68,"Carrera 74 # 9-92, 058538, Abriaquí, Antioquia",1998-09-16,3.91,3.97;4.06;3.71,4,3,13,3,62,-0.35,En mora,True,No,2,994000.0,4,No trabaja,0,Misma ciudad,Arrendada,32,Femenino,Ingeniería de Sistemas,Nazca,Desertor,1,2,False,2,4.0
EST-0373,Óscar,,Fuentes,,CC,7298020347,óscar.fuentes44@email.com,+573054144617,"Avenida carrera 51 # 69R-69 Este, Etapa 5 apartamento 61, 258552, Sopó, Cundinamarca",2003-04-06,2.82,2.92;2.73,7,2,15,0,49,-0.19,En mora,False,No,5,2488000.0,2,Tiempo completo,50,Ciudad cercana,Familiar,24,Femenino,Ingeniería de Sistemas,Sullana,Desertor,3,2,True,0,4.2
EST-0374,Juan,,García,Vargas,CC,8109974392,juan.garcía30@email.com,+573099921248,"Calle 85 Sur # 5-1, 155687, Sativanorte, Boyacá",2006-12-16,4.27,4.44;4.54;4.53;4.49;4.11;4.25;3.99;4.55;3.90;3.93,0,10,18,18,100,0.03,Al día,False,Sí,3,1364000.0,1,No trabaja,0,Misma ciudad,Familiar,18,Masculino,Ingeniería de Sistemas,Huancayo,Activo,1,0,False,0,3.9
EST-0375,Amparo,,Niño,Ramírez,CC,1837939486,amparo.niño67@email.com,(+57)3280528084,"Cr. 88 # 66-7 Este, Casa 14, 666757, Apía, Risaralda",2003-09-16,3.4,3.27;3.52;3.46;3.36,3,4,19,12,88,-0.1,Al día,False,No,2,3077000.0,2,No trabaja,0,Misma ciudad,Arrendada,21,Femenino,Ingeniería de Sistemas,Lima,Activo,0,0,False,1,4.2
EST-0376,Elsy,Fredy,Garzón,Mosquera,CC,2699948222,elsy.garzón23@email.com,(+57)3022941252,"Calle 56 # 57-8, 177807, Filadelfia, Caldas",2000-07-18,3.77,3.77,2,1,18,14,71,0.0,Al día,False,No,3,1286000.0,10,Medio tiempo,19,Ciudad lejana,Arrendada,16,Femenino,Ingeniería de Sistemas,Lima,Activo,0,0,True,5,4.1
EST-0377,Alberto,,Monroy,Escobar,CC,9318597527,alberto.monroy64@email.com,573145331962,"Cl. 195 # 2-3, Oficina 11, 419237, La Plata, Huila",2008-03-13,3.72,3.61;3.84,3,2,19,8,89,0.23,En mora,False,Sí,4,2252000.0,4,Tiempo completo,37,Misma ciudad,Arrendada,24,Femenino,Ingeniería de Sistemas,Puerto Maldonado,Activo,1,0,True,2,3.7
EST-0378,Clara,,Rodríguez,Marín,CC,5892001799,clara.rodríguez8@email.com,(+57)3170041880,"Calle 99P # 5-5, 543327, Herrán, Norte de Santander",2007-12-20,4.26,4.43;4.32;4.48;4.23;4.11;3.98,1,6,21,18,98,-0.13,En mora,False,No,2,3962000.0,4,No trabaja,0,Misma ciudad,Familiar,20,Masculino,Ingeniería de Sistemas,Lima,Activo,0,1,False,1,4.2
EST-0379,Julio,Lizeth,Bedoya,González,CC,8418516261,julio.bedoya48@email.com,(+57)3222482966,"Avenida Santa Cruz de Mompox # 2-4 Sur, Torre 9 apartamento 7, 086773, Baranoa, Atlántico",2005-12-05,3.96,3.98;3.82;4.24;3.82,1,4,18,14,65,-0.42,Al día,False,No,3,5211000.0,4,No trabaja,0,Misma ciudad,Arrendada,16,Masculino,Ingeniería de Sistemas,Lima,Activo,0,0,False,1,4.4
EST-0380,Laura,Alberto,Vargas,Ortiz,CC,6649968466,laura.vargas78@email.com,(+57)3070535364,"Calle 81 # 3-1 Este, Etapa 4 apartamento 64, 081432, Juan de Acosta, Atlántico",1996-04-27,3.62,3.70;3.62;3.89;3.85;3.67;3.48;3.46;3.32,4,8,15,4,55,-0.14,En mora,True,No,2,1206000.0,3,Medio tiempo,22,Misma ciudad,Familiar,24,Femenino,Ingeniería de Sistemas,Cusco,Desertor,1,4,True,0,4.1
EST-0381,Jonathan,Walter,López,,CC,4839125365,jonathan.lópez97@email.com,+573238405270,"Tr. 101J # 27-43, Local 28, 258507, La Calera, Cundinamarca",2003-06-08,4.1,4.10,2,1,15,7,88,0.0,Al día,False,Sí,3,5365000.0,2,Tiempo completo,40,Misma ciudad,Arrendada,21,Femenino,Ingeniería de Sistemas,Lima,Activo,0,0,False,1,4.3
